cluster_id,feature,medoid,cluster_size,is_medoid
3,X650,X624,330,False
3,X651,X624,330,False
3,X652,X624,330,False
3,X654,X624,330,False
3,X655,X624,330,False
3,X656,X624,330,False
3,X658,X624,330,False
3,X659,X624,330,False
3,X660,X624,330,False
3,X662,X624,330,False
3,X663,X624,330,False
3,X664,X624,330,False
3,X666,X624,330,False
3,X667,X624,330,False
3,X668,X624,330,False
3,X67,X624,330,False
3,X670,X624,330,False
3,X671,X624,330,False
3,X672,X624,330,False
3,X674,X624,330,False
3,X675,X624,330,False
3,X676,X624,330,False
3,X678,X624,330,False
3,X679,X624,330,False
3,X68,X624,330,False
3,X680,X624,330,False
3,X682,X624,330,False
3,X683,X624,330,False
3,X684,X624,330,False
3,X686,X624,330,False
3,X687,X624,330,False
3,X688,X624,330,False
3,X690,X624,330,False
3,X691,X624,330,False
3,X692,X624,330,False
3,X694,X624,330,False
3,X695,X624,330,False
3,X696,X624,330,False
3,X698,X624,330,False
3,X699,X624,330,False
3,X700,X624,330,False
3,X702,X624,330,False
3,X703,X624,330,False
3,X704,X624,330,False
3,X706,X624,330,False
3,X707,X624,330,False
3,X708,X624,330,False
3,X71,X624,330,False
3,X710,X624,330,False
3,X711,X624,330,False
3,X712,X624,330,False
3,X716,X624,330,False
3,X720,X624,330,False
3,X724,X624,330,False
3,X728,X624,330,False
3,X73,X624,330,False
3,X732,X624,330,False
3,X736,X624,330,False
3,X74,X624,330,False
3,X740,X624,330,False
3,X742,X624,330,False
3,X743,X624,330,False
3,X746,X624,330,False
3,X747,X624,330,False
3,X748,X624,330,False
3,X749,X624,330,False
3,X755,X624,330,False
3,X77,X624,330,False
3,X79,X624,330,False
3,X80,X624,330,False
3,X83,X624,330,False
3,X85,X624,330,False
3,X86,X624,330,False
3,X89,X624,330,False
3,X91,X624,330,False
3,X92,X624,330,False
3,X95,X624,330,False
3,X97,X624,330,False
3,X98,X624,330,False
4,X102,X120,7,False
4,X108,X120,7,False
4,X114,X120,7,False
4,X120,X120,7,True
4,X126,X120,7,False
4,X132,X120,7,False
4,X138,X120,7,False
5,X105,X39,77,False
5,X111,X39,77,False
5,X117,X39,77,False
5,X123,X39,77,False
5,X129,X39,77,False
5,X135,X39,77,False
5,X141,X39,77,False
5,X147,X39,77,False
5,X153,X39,77,False
5,X159,X39,77,False
5,X165,X39,77,False
5,X17,X39,77,False
5,X171,X39,77,False
5,X177,X39,77,False
5,X18,X39,77,False
5,X184,X39,77,False
5,X185,X39,77,False
5,X187,X39,77,False
5,X188,X39,77,False
5,X19,X39,77,False
5,X190,X39,77,False
5,X191,X39,77,False
5,X20,X39,77,False
5,X21,X39,77,False
5,X22,X39,77,False
5,X23,X39,77,False
5,X24,X39,77,False
5,X25,X39,77,False
5,X26,X39,77,False
5,X27,X39,77,False
5,X28,X39,77,False
5,X29,X39,77,False
5,X30,X39,77,False
5,X31,X39,77,False
5,X32,X39,77,False
5,X33,X39,77,False
5,X34,X39,77,False
5,X35,X39,77,False
5,X36,X39,77,False
5,X37,X39,77,False
5,X38,X39,77,False
5,X39,X39,77,True
5,X40,X39,77,False
5,X41,X39,77,False
5,X42,X39,77,False
5,X43,X39,77,False
5,X44,X39,77,False
5,X45,X39,77,False
5,X46,X39,77,False
5,X47,X39,77,False
5,X48,X39,77,False
5,X49,X39,77,False
5,X50,X39,77,False
5,X51,X39,77,False
5,X52,X39,77,False
5,X53,X39,77,False
5,X54,X39,77,False
5,X55,X39,77,False
5,X56,X39,77,False
5,X57,X39,77,False
5,X60,X39,77,False
5,X63,X39,77,False
5,X66,X39,77,False
5,X69,X39,77,False
5,X72,X39,77,False
5,X75,X39,77,False
5,X753,X39,77,False
5,X754,X39,77,False
5,X760,X39,77,False
5,X78,X39,77,False
5,X81,X39,77,False
5,X84,X39,77,False
5,X87,X39,77,False
5,X90,X39,77,False
5,X93,X39,77,False
5,X96,X39,77,False
5,X99,X39,77,False
6,X144,X162,7,False
6,X150,X162,7,False
6,X156,X162,7,False
6,X162,X162,7,True
6,X168,X162,7,False
6,X174,X162,7,False
6,X180,X162,7,False
7,X183,X186,3,False
7,X186,X186,3,True
7,X189,X186,3,False
8,X248,X253,16,False
8,X249,X253,16,False
8,X250,X253,16,False
8,X251,X253,16,False
8,X252,X253,16,False
8,X253,X253,16,True
8,X254,X253,16,False
8,X255,X253,16,False
8,X256,X253,16,False
8,X257,X253,16,False
8,X258,X253,16,False
8,X259,X253,16,False
8,X260,X253,16,False
8,X261,X253,16,False
8,X262,X253,16,False
8,X263,X253,16,False
9,X264,X286,57,False
9,X265,X286,57,False
9,X266,X286,57,False
9,X267,X286,57,False
9,X268,X286,57,False
9,X269,X286,57,False
9,X270,X286,57,False
9,X271,X286,57,False
9,X272,X286,57,False
9,X280,X286,57,False
9,X281,X286,57,False
9,X282,X286,57,False
9,X283,X286,57,False
9,X284,X286,57,False
9,X285,X286,57,False
9,X286,X286,57,True
9,X287,X286,57,False
9,X288,X286,57,False
9,X289,X286,57,False
9,X290,X286,57,False
9,X291,X286,57,False
9,X292,X286,57,False
9,X293,X286,57,False
9,X294,X286,57,False
9,X295,X286,57,False
9,X296,X286,57,False
9,X297,X286,57,False
9,X298,X286,57,False
9,X299,X286,57,False
9,X300,X286,57,False
9,X301,X286,57,False
9,X302,X286,57,False
9,X303,X286,57,False
9,X346,X286,57,False
9,X352,X286,57,False
9,X358,X286,57,False
9,X364,X286,57,False
9,X370,X286,57,False
9,X376,X286,57,False
9,X382,X286,57,False
9,X388,X286,57,False
9,X394,X286,57,False
9,X400,X286,57,False
9,X406,X286,57,False
9,X412,X286,57,False
9,X418,X286,57,False
9,X424,X286,57,False
9,X430,X286,57,False
9,X431,X286,57,False
9,X432,X286,57,False
9,X433,X286,57,False
9,X434,X286,57,False
9,X435,X286,57,False
9,X436,X286,57,False
9,X437,X286,57,False
9,X438,X286,57,False
9,X762,X286,57,False
10,X273,X276,7,False
10,X274,X276,7,False
10,X275,X276,7,False
10,X276,X276,7,True
10,X277,X276,7,False
10,X278,X276,7,False
10,X279,X276,7,False
11,X304,X322,7,False
11,X310,X322,7,False
11,X316,X322,7,False
11,X322,X322,7,True
11,X328,X322,7,False
11,X334,X322,7,False
11,X340,X322,7,False
12,X305,X365,21,False
12,X311,X365,21,False
12,X317,X365,21,False
12,X323,X365,21,False
12,X329,X365,21,False
12,X335,X365,21,False
12,X341,X365,21,False
12,X347,X365,21,False
12,X353,X365,21,False
12,X359,X365,21,False
12,X365,X365,21,True
12,X371,X365,21,False
12,X377,X365,21,False
12,X383,X365,21,False
12,X389,X365,21,False
12,X395,X365,21,False
12,X401,X365,21,False
12,X407,X365,21,False
12,X413,X365,21,False
12,X419,X365,21,False
12,X425,X365,21,False
13,X307,X325,7,False
13,X313,X325,7,False
13,X319,X325,7,False
13,X325,X325,7,True
13,X331,X325,7,False
13,X337,X325,7,False
13,X343,X325,7,False
14,X349,X367,7,False
14,X355,X367,7,False
14,X361,X367,7,False
14,X367,X367,7,True
14,X373,X367,7,False
14,X379,X367,7,False
14,X385,X367,7,False
15,X391,X409,7,False
15,X397,X409,7,False
15,X403,X409,7,False
15,X409,X409,7,True
15,X415,X409,7,False
15,X421,X409,7,False
15,X427,X409,7,False
16,X495,X498,7,False
16,X496,X498,7,False
16,X497,X498,7,False
16,X498,X498,7,True
16,X499,X498,7,False
16,X500,X498,7,False
16,X501,X498,7,False
17,X502,X505,7,False
17,X503,X505,7,False
17,X504,X505,7,False
17,X505,X505,7,True
17,X506,X505,7,False
17,X507,X505,7,False
17,X508,X505,7,False
18,X509,X545,29,False
18,X512,X545,29,False
18,X515,X545,29,False
18,X518,X545,29,False
18,X521,X545,29,False
18,X524,X545,29,False
18,X527,X545,29,False
18,X530,X545,29,False
18,X533,X545,29,False
18,X536,X545,29,False
18,X539,X545,29,False
18,X542,X545,29,False
18,X545,X545,29,True
18,X548,X545,29,False
18,X551,X545,29,False
18,X554,X545,29,False
18,X557,X545,29,False
18,X560,X545,29,False
18,X563,X545,29,False
18,X566,X545,29,False
18,X569,X545,29,False
18,X572,X545,29,False
18,X575,X545,29,False
18,X578,X545,29,False
18,X581,X545,29,False
18,X584,X545,29,False
18,X587,X545,29,False
18,X590,X545,29,False
18,X761,X545,29,False
19,X510,X546,13,False
19,X522,X546,13,False
19,X528,X546,13,False
19,X534,X546,13,False
19,X540,X546,13,False
19,X546,X546,13,True
19,X552,X546,13,False
19,X558,X546,13,False
19,X564,X546,13,False
19,X570,X546,13,False
19,X576,X546,13,False
19,X582,X546,13,False
19,X588,X546,13,False
20,X511,X568,27,False
20,X514,X568,27,False
20,X517,X568,27,False
20,X520,X568,27,False
20,X523,X568,27,False
20,X526,X568,27,False
20,X532,X568,27,False
20,X535,X568,27,False
20,X538,X568,27,False
20,X541,X568,27,False
20,X544,X568,27,False
20,X547,X568,27,False
20,X550,X568,27,False
20,X553,X568,27,False
20,X556,X568,27,False
20,X559,X568,27,False
20,X562,X568,27,False
20,X565,X568,27,False
20,X568,X568,27,True
20,X571,X568,27,False
20,X574,X568,27,False
20,X577,X568,27,False
20,X580,X568,27,False
20,X583,X568,27,False
20,X586,X568,27,False
20,X589,X568,27,False
20,X592,X568,27,False
21,X513,X549,12,False
21,X525,X549,12,False
21,X537,X549,12,False
21,X543,X549,12,False
21,X549,X549,12,True
21,X555,X549,12,False
21,X561,X549,12,False
21,X567,X549,12,False
21,X573,X549,12,False
21,X579,X549,12,False
21,X585,X549,12,False
21,X591,X549,12,False
22,X516,X516,1,True
23,X519,X519,1,True
24,X529,X529,1,True
25,X531,X531,1,True
26,X593,X602,7,False
26,X596,X602,7,False
26,X599,X602,7,False
26,X602,X602,7,True
26,X605,X602,7,False
26,X608,X602,7,False
26,X611,X602,7,False
27,X594,X603,7,False
27,X597,X603,7,False
27,X600,X603,7,False
27,X603,X603,7,True
27,X606,X603,7,False
27,X609,X603,7,False
27,X612,X603,7,False
28,X595,X604,7,False
28,X598,X604,7,False
28,X601,X604,7,False
28,X604,X604,7,True
28,X607,X604,7,False
28,X610,X604,7,False
28,X613,X604,7,False
29,X614,X614,1,True
30,X633,X633,1,True
31,X637,X641,3,False
31,X641,X641,3,True
31,X645,X641,3,False
32,X649,X653,3,False
32,X653,X653,3,True
32,X657,X653,3,False
33,X661,X661,1,True
34,X665,X669,3,False
34,X669,X669,3,True
34,X673,X669,3,False
35,X677,X681,3,False
35,X681,X681,3,True
35,X685,X681,3,False
36,X689,X689,1,True
37,X693,X697,3,False
37,X697,X697,3,True
37,X701,X697,3,False
38,X705,X709,3,False
38,X709,X709,3,True
38,X713,X709,3,False
39,X714,X727,14,False
39,X715,X727,14,False
39,X718,X727,14,False
39,X719,X727,14,False
39,X722,X727,14,False
39,X723,X727,14,False
39,X726,X727,14,False
39,X727,X727,14,True
39,X730,X727,14,False
39,X731,X727,14,False
39,X734,X727,14,False
39,X735,X727,14,False
39,X738,X727,14,False
39,X739,X727,14,False
40,X717,X717,1,True
41,X721,X725,3,False
41,X725,X725,3,True
41,X729,X725,3,False
42,X733,X737,3,False
42,X737,X737,3,True
42,X741,X737,3,False
43,X744,X744,1,True
44,X745,X745,1,True
45,X750,X750,1,True
46,X751,X751,1,True
47,X752,X752,1,True
48,X756,X756,1,True
49,X757,X757,1,True
50,X758,X758,1,True
51,X759,X759,1,True
52,X763,X766,7,False
52,X764,X766,7,False
52,X765,X766,7,False
52,X766,X766,7,True
52,X767,X766,7,False
52,X768,X766,7,False
52,X769,X766,7,False
53,X770,X770,1,True
54,X771,X771,1,True
55,X772,X772,2,True
55,X773,X772,2,False
56,X774,X778,7,False
56,X775,X778,7,False
56,X776,X778,7,False
56,X777,X778,7,False
56,X778,X778,7,True
56,X779,X778,7,False
56,X780,X778,7,False
